Long Code Stop;Stop;Municipality;Country;Didoc Code;Coordonnées;Actif
_CANDS;Bois Candide-Dne - CH;MEYRIN;CH;;46.243839, 6.092346;Y
_DOACH;Veigy-Dne - CH;ANIÈRES;CH;;46.266602, 6.24718;Y
_DOAFR;Veigy-Dne - F;VEIGY-FONCENEX;FR;;46.266586, 6.24709;Y
_DOANF;Anières-Dne - F;VEIGY-FONCENEX;FR;;46.2729, 6.242787;Y
_DOANS;Anières-Dne - CH;ANIÈRES;CH;;46.272961, 6.242747;Y
_GSDNF;Grand-Saconnex-Dne - F;FERNEY-VOLTAIRE;FR;;46.248657, 6.120783;Y
_GSDNS;Grand-Saconnex-Dne - CH;LE GRAND-SACONNEX;CH;;46.248718, 6.120574;Y
_LADNF;Landecy-Dne - F;ARCHAMPS;FR;;46.141945, 6.132473;Y
_PLDOS;La Plaine-Dne - CH;DARDAGNY;CH;;46.177296, 5.991193;Y
AAIN00;Avenue de l'Ain;VERNIER;CH;8593138;46.205944, 6.109895;Y
AAIN04;Avenue de l'Ain;VERNIER;CH;8593138;46.205765, 6.11196;Y
ACAC01;Acacias;GENÈVE;CH;8592774;46.192749, 6.138511;Y
ACLP00;Avusy-Creux-du-Loup;AVUSY;CH;8595011;46.151794, 5.995663;Y
ADOU01;Prévessin-Ancienne-Douane;PRÉVESSIN-MOËNS;FR;1401776;46.247414, 6.079873;Y
AE4700;Aéroport-P47;LE GRAND-SACONNEX;CH;8596098;46.240807, 6.12201;Y
AE4701;Aéroport-P47;LE GRAND-SACONNEX;CH;8596098;46.24065, 6.121561;Y
AERO00;Genève-Aéroport-Terminal;LE GRAND-SACONNEX;CH;8592775;46.231071, 6.109568;Y
AIRE01;Aïre;VERNIER;CH;8593137;46.201004, 6.10324;Y
AIVC00;Aire-la-Ville-Croisée;AIRE-LA-VILLE;CH;8595556;46.188389, 6.045903;Y
AIVT00;Aire-la-Ville-Treulaz;AIRE-LA-VILLE;CH;8592620;46.185917, 6.045357;Y
AJEN00;Jeandin;THÔNEX;CH;8593106;46.190304, 6.198418;Y
ALBA01;Avully-Bachères;AVULLY;CH;8595953;46.164612, 5.992372;Y
ALEC00;Avully-Ecole;AVULLY;CH;8592627;46.167469, 6.004689;Y
ALGE00;Avully-Gennecy;AVULLY;CH;8592630;46.168121, 5.995866;Y
ALGE01;Avully-Gennecy;AVULLY;CH;8592630;46.168194, 5.996123;Y
ALMA01;Avully-Martinet;AVULLY;CH;8592628;46.158596, 5.986369;Y
ALPE00;Alpes;GENÈVE;CH;8592777;46.208992, 6.147272;Y
AMDO01;Amandolier;GENÈVE;CH;8592778;46.200069, 6.16767;Y
AMDO03;Amandolier;GENÈVE;CH;8592778;46.199421, 6.167322;Y
ANCI00;Ancienne;CAROUGE;CH;8592668;46.181393, 6.140866;Y
ANDO00;Anières-Douane;ANIÈRES;CH;8592624;46.268639, 6.238289;Y
ANGR00;Anières-Gravière;ANIÈRES;CH;8592625;46.28875, 6.236924;Y
ANMA00;Anières-Mairie;ANIÈRES;CH;8595010;46.275013, 6.227262;Y
ANRS01;Anières-Village;ANIÈRES;CH;8587029;46.27692, 6.223158;Y
APIA00;Appia;GENÈVE;CH;8588196;46.226646, 6.136846;Y
APIA02;Appia;GENÈVE;CH;8588196;46.227913, 6.138383;Y
ARAR01;Arare;PLAN-LES-OUATES;CH;8593050;46.165424, 6.111478;Y
AREN01;Genève-Aéroport, gare-Arena;LE GRAND-SACONNEX;CH;8592935;46.233032, 6.111853;Y
ATHE04;Athénée;GENÈVE;CH;8592779;46.198383, 6.149493;Y
ATPA04;Athenaz-Passeiry;AVUSY;CH;8592638;46.156456, 6.003321;Y
ATTV00;Attenville;LE GRAND-SACONNEX;CH;8592936;46.228016, 6.114256;Y
AUGS00;Augustins;GENÈVE;CH;8592780;46.192169, 6.143913;Y
AUMO00;Aumônes;PUPLINGE;CH;8593082;46.210388, 6.234868;Y
AVIA01;Aviateurs;PLAN-LES-OUATES;CH;8593064;46.169643, 6.120402;Y
AVMG00;Avusy-Moulin-de-la-Grave;AVUSY;CH;8595012;46.150494, 5.993574;Y
AVPP03;Aire-la-Ville-Pont-de-Peney;AIRE-LA-VILLE;CH;8592619;46.193249, 6.044742;Y
AVQO00;Avusy-Les Quoattes;AVUSY;CH;8592637;46.152771, 5.995366;Y
AVVE00;Ferney-Avenue de Vessy;FERNEY-VOLTAIRE;FR;1402566;46.263096, 6.112469;Y
BADO00;Badosse;PLAN-LES-OUATES;CH;8593052;46.155956, 6.124189;Y
BAIR02;Bel-Air;GENÈVE;CH;8587387;46.204601, 6.143449;Y
BAIR05;Bel-Air;GENÈVE;CH;8587387;46.203716, 6.144637;Y
BALX01;Balexert;VERNIER;CH;8593141;46.218296, 6.110981;Y
BASL01;Basselat;PRESINGE;CH;8595039;46.215179, 6.250664;Y
BAUD03;Curé-Baud;LANCY;CH;8592982;46.175125, 6.116176;Y
BAUD10;Curé-Baud;LANCY;CH;8592982;46.17524, 6.116122;Y
BAUM00;Baumgartner;CAROUGE;CH;8593199;46.172001, 6.139186;Y
BAUM01;Baumgartner;CAROUGE;CH;8593199;46.172527, 6.138928;Y
BELC00;Belle-Cour;ONEX;CH;8593028;46.17947, 6.104919;Y
BELI00;Bellevue-Limites;BELLEVUE;CH;8510154;46.261127, 6.143363;Y
BELL00;Bellerive;COLLONGE-BELLERIVE;CH;8592724;46.251762, 6.202582;Y
BESS00;Bessinge;COLOGNY;CH;8592740;46.224377, 6.191835;Y
BGOU01;Bois-Gourmand;VEYRIER;CH;8593192;46.172333, 6.172525;Y
BGRI01;Les Bougeries;VANDOEUVRES;CH;8593133;46.218792, 6.214775;Y
BGRT00;Bellevue, Rilliet;BELLEVUE;CH;8511141;46.251324, 6.144633;Y
BHET01;Lancy-Bachet-Gare;LANCY;CH;8587075;46.173595, 6.129436;Y
BHET02;Lancy-Bachet-Gare;LANCY;CH;8587075;46.173714, 6.129174;Y
_DOSOF;Soral-Dne - F;VIRY;FR;;46.136097, 6.035887;Y
BHET05;Lancy-Bachet-Gare;LANCY;CH;8587075;46.174316, 6.128732;Y
_DOSOS;Soral-Dne - CH;SORAL;CH;;46.136093, 6.035914;Y
BHET07;Lancy-Bachet-Gare;LANCY;CH;8587075;46.173615, 6.129358;Y
_HEDOF;Hermance-Dne - F;CHENS-SUR-LÉMAN;FR;;46.302719, 6.247532;Y
_MOILS;Moillesulaz - CH;THÔNEX;CH;;46.192303, 6.206948;Y
_PEDOF;Perly-Dne - F;SAINT-JULIEN-EN-GENEVOIS;FR;;46.15131, 6.08962;Y
BISA01;Belle-Idée-Réception;THÔNEX;CH;8592714;46.205929, 6.207651;Y
BISE00;La Bise;COLLONGE-BELLERIVE;CH;8592734;46.243465, 6.198568;Y
31DC01;31 Décembre;GENÈVE;CH;8592773;46.201778, 6.162252;Y
AAIN02;Avenue de l'Ain;VERNIER;CH;8593138;46.207893, 6.109096;Y
BLCH00;Blanchards;BERNEX;CH;8592651;46.197998, 6.079978;Y
AAIN03;Avenue de l'Ain;VERNIER;CH;8593138;46.207745, 6.109216;Y
BLDO00;Blandonnet;VERNIER;CH;8587924;46.222141, 6.096979;Y
ABBA00;Presinge, L'Abbaye;PRESINGE;CH;8592965;46.222214, 6.251443;Y
BLDO03;Blandonnet;VERNIER;CH;8587924;46.221951, 6.097385;Y
BLDO06;Blandonnet;VERNIER;CH;8587924;46.221622, 6.09799;Y
BLID01;Belle-Idée-Centre;THÔNEX;CH;8593107;46.207218, 6.210188;Y
BLTE00;La Belotte;COLOGNY;CH;8592747;46.235554, 6.194237;Y
AERO01;Genève-Aéroport-Terminal;LE GRAND-SACONNEX;CH;8592775;46.230961, 6.110231;Y
AERO02;Genève-Aéroport-Terminal;LE GRAND-SACONNEX;CH;8592775;46.230396, 6.109455;Y
BMAI00;Bellevue-Mairie;BELLEVUE;CH;8503217;46.254082, 6.153893;Y
AERO06;Genève-Aéroport-Terminal;LE GRAND-SACONNEX;CH;8592775;46.23101, 6.110307;Y
BMOL01;Bellevue-Mollies;BELLEVUE;CH;8503218;46.25246, 6.152089;Y
BMON02;Bout-du-Monde;GENÈVE;CH;8592793;46.181282, 6.15829;Y
AGAZ00;Usine à Gaz;VERNIER;CH;8593174;46.205704, 6.108255;Y
AGAZ01;Usine à Gaz;VERNIER;CH;8593174;46.205856, 6.108135;Y
BNDL01;Bandol;ONEX;CH;8593027;46.186012, 6.106793;Y
BOCA02;Bois-Caran;COLLONGE-BELLERIVE;CH;8592725;46.248093, 6.199804;Y
AGVR00;Aigues-Vertes;BERNEX;CH;8587901;46.199169, 6.074883;Y
BOHT00;Bouchet;VERNIER;CH;8592791;46.216675, 6.117916;Y
BOHT02;Bouchet;VERNIER;CH;8592791;46.216293, 6.118313;Y
BOHT04;Bouchet;VERNIER;CH;8592791;46.215923, 6.118439;Y
AIRE02;Aïre;VERNIER;CH;8593137;46.201187, 6.103144;Y
AIVC01;Aire-la-Ville-Croisée;AIRE-LA-VILLE;CH;8595556;46.188377, 6.045864;Y
AIVI01;Aire-la-Ville-Centre;AIRE-LA-VILLE;CH;8587028;46.189678, 6.043926;Y
AJUR01;Ferney, centre;FERNEY-VOLTAIRE;FR;1401732;46.257999, 6.113553;Y
BOIS00;Boissier;COLOGNY;CH;8592741;46.233212, 6.191283;Y
BOIS01;Boissier;COLOGNY;CH;8592741;46.232841, 6.1905;Y
BOLX00;Bouleaux;VERNIER;CH;8593146;46.210091, 6.074001;Y
BOLX01;Bouleaux;VERNIER;CH;8593146;46.209999, 6.073393;Y
BOND01;La Blonde;VANDOEUVRES;CH;8593132;46.215637, 6.194536;Y
BORN00;Bornes;PRESINGE;CH;8593080;46.207024, 6.244972;Y
BOSY01;Bossy;COLLEX-BOSSY;CH;8587035;46.279156, 6.114504;Y
BOUV01;Les Bouveries;CHANCY;CH;8592688;46.151192, 5.975161;Y
BOVE00;La Boverie;SATIGNY;CH;8587419;46.208004, 6.027336;Y
ALVI01;Avully-Village;AVULLY;CH;8587031;46.169529, 6.001112;Y
BOVE01;La Boverie;SATIGNY;CH;8587419;46.208462, 6.027882;Y
ALVI02;Avully-Village;AVULLY;CH;8587031;46.169773, 6.001235;Y
ALVI03;Avully-Village;AVULLY;CH;8587031;46.169571, 6.0015;Y
AMDO00;Amandolier;GENÈVE;CH;8592778;46.200043, 6.168344;Y
ANCI99;Ancienne;CAROUGE;CH;8592668;46.181053, 6.140076;Y
BRGE00;Bergère;SATIGNY;CH;8504813;46.223736, 6.057339;Y
ANDO01;Anières-Douane;ANIÈRES;CH;8592624;46.268139, 6.237586;Y
BRGE02;Bergère;SATIGNY;CH;8504813;46.224255, 6.05743;Y
BSOL01;Genève, Clinique Générale;GENÈVE;CH;8592806;46.189846, 6.160887;Y
BSOU00;Bourdigny-Dessous;SATIGNY;CH;8595040;46.223831, 6.038722;Y
BSSN00;Bossons;LANCY;CH;8592975;46.190308, 6.112258;Y
BSSN01;Bossons;LANCY;CH;8592975;46.190807, 6.112324;Y
BTEC01;Belle-Terre-Ecole;THÔNEX;CH;8509315;46.202099, 6.210109;Y
BTNI01;Butini;GENÈVE;CH;8592795;46.216675, 6.14775;Y
APIA01;Appia;GENÈVE;CH;8588196;46.226883, 6.136763;Y
BTPA01;Belle-Terre-Place-de-l'Araire;THÔNEX;CH;8509321;46.206551, 6.218457;Y
BUTN02;Pont-Butin;VERNIER;CH;8593167;46.204182, 6.109135;Y
ARME00;Armes;CAROUGE;CH;8592669;46.186932, 6.140528;Y
BXGU01;Bernex-Guillon;BERNEX;CH;8592664;46.172241, 6.060742;Y
ARME01;Armes;CAROUGE;CH;8592669;46.186787, 6.140143;Y
BXMA00;Bernex-Mairie;BERNEX;CH;8592657;46.175404, 6.073225;Y
BXPL03;Bernex-Place;BERNEX;CH;8587034;46.177292, 6.074991;Y
BXSA02;Bernex-Saule;BERNEX;CH;8592663;46.173737, 6.064731;Y
CAAM01;Carre-d'Amont;MEINIER;CH;8587925;46.23597, 6.216813;Y
ATHE00;Athénée;GENÈVE;CH;8592779;46.198299, 6.148744;Y
CADO01;Cara-Douane;PRESINGE;CH;8593079;46.208878, 6.247963;Y
ATHE01;Athénée;GENÈVE;CH;8592779;46.198406, 6.148546;Y
CALA01;Calas;GENÈVE;CH;8592796;46.19014, 6.152551;Y
CAMA00;Carouge-Marché;CAROUGE;CH;8592677;46.18388, 6.140781;Y
AUBE00;Aubépine;GENÈVE;CH;8503333;46.187286, 6.147203;Y
CAMP00;Campanules;VERNIER;CH;8593148;46.1964, 6.098986;Y
AUBI00;Merle-d'Aubigné;GENÈVE;CH;8592854;46.206688, 6.161853;Y
CAND00;Ferney-Bois Candide;FERNEY-VOLTAIRE;FR;1401733;46.244942, 6.09403;Y
CAND01;Ferney-Bois Candide;FERNEY-VOLTAIRE;FR;1401733;46.245583, 6.094222;Y
AVAN00;Vernier, Avanchets-Etang;VERNIER;CH;8593139;46.219875, 6.105214;Y
CANI00;Vésenaz-Californie;COLLONGE-BELLERIVE;CH;8592730;46.24049, 6.209463;Y
AVAN01;Vernier, Avanchets-Etang;VERNIER;CH;8593139;46.219639, 6.105815;Y
CANO00;Canonnière;GENÈVE;CH;8592798;46.214741, 6.134175;Y
CANO01;Canonnière;GENÈVE;CH;8592798;46.215004, 6.134105;Y
CAPI02;Capite;COLLONGE-BELLERIVE;CH;8587069;46.234112, 6.203086;Y
AVIA00;Aviateurs;PLAN-LES-OUATES;CH;8593064;46.169521, 6.119874;Y
CATH00;Cathédrale;GENÈVE;CH;8592799;46.2015, 6.147812;Y
AVVE01;Ferney-Avenue de Vessy;FERNEY-VOLTAIRE;FR;1402566;46.263092, 6.112534;Y
BADO01;Badosse;PLAN-LES-OUATES;CH;8593052;46.156231, 6.12439;Y
CAVX01;Canal de Versoix;VERSOIX;CH;8595663;46.280437, 6.159655;Y
BAIL00;Les Baillets;RUSSIN;CH;8593089;46.207222, 5.997371;Y
BAIL01;Les Baillets;RUSSIN;CH;8593089;46.20718, 5.997307;Y
BAIR00;Bel-Air;GENÈVE;CH;8587387;46.205105, 6.142945;Y
CBAC01;Chemin du Bac;LANCY;CH;8592978;46.19508, 6.112466;Y
BAIR18;Bel-Air;GENÈVE;CH;8587387;46.20396, 6.143731;Y
CBAC02;Chemin du Bac;LANCY;CH;8592978;46.19482, 6.113134;Y
CBET01;Combettes;VEYRIER;CH;8593196;46.169937, 6.14369;Y
CBFO00;Chambésy-Fontaine;PREGNY-CHAMBÉSY;CH;8587039;46.243084, 6.140628;Y
BALE00;Battelle;CAROUGE;CH;8595015;46.17886, 6.139477;Y
CBFO03;Chambésy-Fontaine;PREGNY-CHAMBÉSY;CH;8587039;46.243462, 6.139841;Y
CBGA01;Chambésy-Gare;PREGNY-CHAMBÉSY;CH;8503247;46.243561, 6.147178;Y
BALX00;Balexert;VERNIER;CH;8593141;46.218582, 6.110221;Y
CBGE99;Chêne-Bourg-Gare-Tour;CHÊNE-BOURG;CH;8507345;46.19746, 6.199745;Y
CBGO01;Chêne-Bourg-Gare-Place;CHÊNE-BOURG;CH;8592708;46.196976, 6.194133;Y
BASL00;Basselat;PRESINGE;CH;8595039;46.214951, 6.250474;Y
CBGO99;Chêne-Bourg-Gare-Place;CHÊNE-BOURG;CH;8592708;46.196991, 6.194146;Y
CBOI01;Chemin des Bois;VEYRIER;CH;8593195;46.163567, 6.168754;Y
CBPL01;Chambésy-Place;PREGNY-CHAMBÉSY;CH;8593076;46.241783, 6.143629;Y
CBRA00;Chambésy-Ravin;PREGNY-CHAMBÉSY;CH;8503320;46.244991, 6.142723;Y
CBRI00;De-Chateaubriand;GENÈVE;CH;8592803;46.216801, 6.151169;Y
BAUD04;Curé-Baud;LANCY;CH;8592982;46.174953, 6.115844;Y
CCAP01;Crêts-de-La-Capite;COLLONGE-BELLERIVE;CH;8592732;46.235653, 6.207848;Y
CCAR00;Champ-Carré;PLAN-LES-OUATES;CH;8595035;46.165215, 6.139647;Y
CCAR01;Champ-Carré;PLAN-LES-OUATES;CH;8595035;46.164825, 6.13963;Y
CCHA00;Crêts-de-Champel;GENÈVE;CH;8592813;46.187157, 6.15924;Y
CCLA00;Collège Claparède;CHÊNE-BOUGERIES;CH;8592704;46.190201, 6.186684;Y
BCRE00;Baulacre;GENÈVE;CH;8592785;46.216587, 6.13903;Y
CDOL04;Champ-Dollon;CHOULEX;CH;8595225;46.216042, 6.223468;Y
CEAU00;Eaumorte croisée;CARTIGNY;CH;8592685;46.166103, 6.025015;Y
BELL01;Bellerive;COLLONGE-BELLERIVE;CH;8592724;46.251122, 6.201986;Y
CEBE00;Bois-Chébé;VERNIER;CH;8593143;46.206684, 6.072829;Y
BFOU00;Bourg-de-Four;GENÈVE;CH;8592792;46.200161, 6.148596;Y
BHET00;Lancy-Bachet-Gare;LANCY;CH;8587075;46.173889, 6.129701;Y
BHET04;Lancy-Bachet-Gare;LANCY;CH;8587075;46.17387, 6.128937;Y
CERN01;CERN;MEYRIN;CH;8587918;46.233353, 6.055954;Y
CETX00;Certoux, village;PERLY-CERTOUX;CH;8593045;46.156048, 6.0818;Y
CFIL01;Champ-des-Filles;PLAN-LES-OUATES;CH;8593056;46.167599, 6.109975;Y
CFIL03;Plan-les-Ouates, Champ-des-Filles;PLAN-LES-OUATES;CH;8593056;46.168171, 6.110104;Y
CFLO00;Crêts-de-Florissant;CHÊNE-BOUGERIES;CH;8592691;46.186901, 6.170244;Y
CFOU00;Chemin des Fours;COLOGNY;CH;8587046;46.217587, 6.18341;Y
CFRE00;Champs-Fréchets;MEYRIN;CH;8593008;46.23698, 6.079485;Y
BLDO05;Blandonnet;VERNIER;CH;8587924;46.222767, 6.097909;Y
BLID00;Belle-Idée-Centre;THÔNEX;CH;8593107;46.207157, 6.20993;Y
CHEC00;Challex-Ecole;CHALLEX;FR;1401647;46.179863, 5.970259;Y
BMON01;Bout-du-Monde;GENÈVE;CH;8592793;46.182274, 6.156738;Y
CHHA00;Challex-La Halle;CHALLEX;FR;1401649;46.182358, 5.973209;Y
BOCH01;Bois-Chatton;VERSONNEX;FR;1401814;46.295822, 6.099846;Y
CHLA00;Châtelaine;VERNIER;CH;8593152;46.211304, 6.112745;Y
CHLA99;Châtelaine;VERNIER;CH;8593152;46.21133, 6.111206;Y
BOGA00;Bois-Galland;COLLONGE-BELLERIVE;CH;8592729;46.246857, 6.212665;Y
CHLE00;Chens-sur-Léman;CHENS-SUR-LÉMAN;FR;1401186;46.314999, 6.265401;Y
BOGA01;Bois-Galland;COLLONGE-BELLERIVE;CH;8592729;46.246853, 6.212406;Y
BOHT01;Bouchet;VERNIER;CH;8592791;46.216545, 6.117723;Y
CHNE03;Chêne-Bougeries, Village;CHÊNE-BOUGERIES;CH;8592699;46.197563, 6.189934;Y
CHOR01;Centre Horticole;JUSSY;CH;8592960;46.223858, 6.250294;Y
BOQU00;Boqueteaux;VEYRIER;CH;8593193;46.163536, 6.175876;Y
BOQU01;Boqueteaux;VEYRIER;CH;8593193;46.163437, 6.175218;Y
BOSY00;Bossy;COLLEX-BOSSY;CH;8587035;46.279156, 6.114465;Y
CHRM01;Charmilles;GENÈVE;CH;8592802;46.208347, 6.12816;Y
CHTE01;Prévessin-Terraillet;PRÉVESSIN-MOËNS;FR;1401783;46.255543, 6.095182;Y
BOUV00;Les Bouveries;CHANCY;CH;8592688;46.151283, 5.975145;Y
BOVE02;La Boverie;SATIGNY;CH;8587419;46.208435, 6.027947;Y
BRET00;Prévessin-Bretonnière;PRÉVESSIN-MOËNS;FR;1401777;46.251343, 6.074185;Y
BRGE01;Bergère;SATIGNY;CH;8504813;46.223576, 6.057577;Y
CIMT00;Cimetière Saint-Georges;LANCY;CH;8592979;46.197121, 6.11519;Y
BSOL00;Genève, Clinique Générale;GENÈVE;CH;8592806;46.190224, 6.161759;Y
CIPO00;Corsier-Port;CORSIER;CH;8592760;46.26453, 6.214666;Y
BSUS00;Bourdigny-Dessus;SATIGNY;CH;8587381;46.227264, 6.038906;Y
CIRQ02;Cirque;GENÈVE;CH;8592804;46.200386, 6.140829;Y
BTEC00;Belle-Terre-Ecole;THÔNEX;CH;8509315;46.20203, 6.210499;Y
CLDR00;Calandrini;CHÊNE-BOUGERIES;CH;8592692;46.18285, 6.178692;Y
BTTT00;Belle-Terre-Traité-de-Turin;THÔNEX;CH;8509319;46.203552, 6.213341;Y
CLIG01;Lignon-Cité;VERNIER;CH;8593154;46.203747, 6.09817;Y
CLIG02;Lignon-Cité;VERNIER;CH;8593154;46.203892, 6.099851;Y
CLVI01;Saint-Genis-Clos des Vignes;SAINT-GENIS-POUILLY;FR;1401789;46.240597, 6.016299;Y
BUTN00;Pont-Butin;VERNIER;CH;8593167;46.20406, 6.108516;Y
CLVP01;Chêne-Bougeries, Vert-Pré;CHÊNE-BOUGERIES;CH;8510679;46.187054, 6.176536;Y
BUTN01;Pont-Butin;VERNIER;CH;8593167;46.204327, 6.10921;Y
BVRD01;Bonvard;CHOULEX;CH;8592717;46.232815, 6.211322;Y
BVYL00;Bovy-Lysberg;GENÈVE;CH;8592794;46.202396, 6.142854;Y
BXGU00;Bernex-Guillon;BERNEX;CH;8592664;46.172337, 6.060934;Y
BXPL00;Bernex-Place;BERNEX;CH;8587034;46.176777, 6.075806;Y
CNDA00;Canada;VERNIER;CH;8593149;46.208828, 6.070288;Y
BXSA01;Bernex-Saule;BERNEX;CH;8592663;46.173725, 6.064952;Y
CABO00;Bains de Cressy;CONFIGNON;CH;8592754;46.185558, 6.087724;Y
CADO00;Cara-Douane;PRESINGE;CH;8593079;46.20903, 6.248219;Y
CALA00;Calas;GENÈVE;CH;8592796;46.189617, 6.151967;Y
COCH00;Chêne-Bougeries, Conches place;CHÊNE-BOUGERIES;CH;8587900;46.184666, 6.173806;Y
CAMA02;Carouge-Marché;CAROUGE;CH;8592677;46.183292, 6.140997;Y
CAMP01;Campanules;VERNIER;CH;8593148;46.196709, 6.099392;Y
CANI01;Vésenaz-Californie;COLLONGE-BELLERIVE;CH;8592730;46.240635, 6.209719;Y
COLO05;Colovrex;BELLEVUE;CH;8587048;46.256214, 6.133946;Y
CAPI03;Capite;COLLONGE-BELLERIVE;CH;8587069;46.234348, 6.203236;Y
CARO00;Caron;PREGNY-CHAMBÉSY;CH;8593074;46.24469, 6.13788;Y
CARO01;Caron;PREGNY-CHAMBÉSY;CH;8593074;46.244419, 6.137835;Y
COLX00;Ferney-Levant;FERNEY-VOLTAIRE;FR;1401738;46.260517, 6.114932;Y
CARR00;Rue Carrée;SATIGNY;CH;8593100;46.198669, 6.062445;Y
COMA00;Collonges-Marché;COLLONGES-SOUS-SALÈVE;FR;1401636;46.141907, 6.138104;Y
CARR01;Rue Carrée;SATIGNY;CH;8593100;46.198658, 6.062263;Y
COMA01;Collonges-Marché;COLLONGES-SOUS-SALÈVE;FR;1401636;46.141911, 6.138648;Y
COMC01;Combes Chapuis;VERSOIX;CH;8595669;46.307018, 6.126379;Y
CONF01;Confignon-Mairie;CONFIGNON;CH;8587051;46.173336, 6.084504;Y
CBAC00;Chemin du Bac;LANCY;CH;8592978;46.194592, 6.112141;Y
CBAC03;Chemin du Bac;LANCY;CH;8592978;46.194733, 6.113434;Y
CBET00;Combettes;VEYRIER;CH;8593196;46.169632, 6.143775;Y
CORD01;Concorde;GENÈVE;CH;8595018;46.205299, 6.114058;Y
CORE01;Corbière;CHALLEX;FR;1401652;46.179253, 5.97635;Y
CBGE00;Chêne-Bourg-Gare-Tour;CHÊNE-BOURG;CH;8507345;46.197392, 6.200174;Y
COSO00;Courson;ANIÈRES;CH;8595009;46.282658, 6.236382;Y
CBGO00;Chêne-Bourg-Gare-Place;CHÊNE-BOURG;CH;8592708;46.197067, 6.194338;Y
COSO01;Courson;ANIÈRES;CH;8595009;46.2826, 6.236099;Y
COTR01;Au Contour;PLAN-LES-OUATES;CH;8593051;46.162418, 6.102112;Y
CBPI00;Chambésy-Pierrière;PREGNY-CHAMBÉSY;CH;8510219;46.237801, 6.148495;Y
COVI00;Corsinge-Village;MEINIER;CH;8587054;46.240307, 6.244592;Y
COVI01;Corsinge-Village;MEINIER;CH;8587054;46.240456, 6.244888;Y
CBRA01;Chambésy-Ravin;PREGNY-CHAMBÉSY;CH;8503320;46.245415, 6.143399;Y
CCAP00;Crêts-de-La-Capite;COLLONGE-BELLERIVE;CH;8592732;46.235538, 6.20789;Y
CPEL01;La Chapelle;PLAN-LES-OUATES;CH;8593060;46.171021, 6.135481;Y
CCHA01;Crêts-de-Champel;GENÈVE;CH;8592813;46.187778, 6.159355;Y
CCHA02;Crêts-de-Champel;GENÈVE;CH;8592813;46.187267, 6.158525;Y
CCOL01;Cologny-Croisée;COLOGNY;CH;8587047;46.212494, 6.184577;Y
CDOL00;Champ-Dollon;CHOULEX;CH;8595225;46.215908, 6.223302;Y
CRCO00;Confignon-Croisée;CONFIGNON;CH;8587386;46.178661, 6.08897;Y
CRCO02;Confignon-Croisée;CONFIGNON;CH;8587386;46.178055, 6.088466;Y
CDPR00;Pregny-Palud;PREGNY-CHAMBÉSY;CH;8508288;46.237137, 6.13574;Y
CRCO05;Confignon-Croisée;CONFIGNON;CH;8587386;46.178673, 6.088011;Y
CDSU01;Champ-Dollon-Sud;CHOULEX;CH;8595229;46.213551, 6.220996;Y
CREC01;Nant-de-Crève-Coeur;VERSOIX;CH;8508290;46.274773, 6.160748;Y
CREL01;Crest-d'El;COLLEX-BOSSY;CH;8503040;46.26651, 6.130353;Y
CREN01;CO Renard;VERNIER;CH;8593147;46.196865, 6.093624;Y
CRGE00;Carouge-Rondeau;CAROUGE;CH;8587437;46.179848, 6.138521;Y
CEPR99;Ch. de l'Eperon;CHÊNE-BOUGERIES;CH;8592703;46.204834, 6.18557;Y
CERN02;CERN;MEYRIN;CH;8587918;46.233551, 6.055248;Y
CRGE09;Carouge-Rondeau;CAROUGE;CH;8587437;46.180664, 6.138281;Y
CRNR01;Cornière;PUPLINGE;CH;8593083;46.208408, 6.240509;Y
CFLO01;Crêts-de-Florissant;CHÊNE-BOUGERIES;CH;8592691;46.187386, 6.17;Y
CFOU01;Chemin des Fours;COLOGNY;CH;8587046;46.217442, 6.182972;Y
CFUS00;Saint-Genis-Champ-Fusy;SAINT-GENIS-POUILLY;FR;1401788;46.24651, 6.028309;Y
CFUS01;Saint-Genis-Champ-Fusy;SAINT-GENIS-POUILLY;FR;1401788;46.246262, 6.027888;Y
CGNY01;Chougny;VANDOEUVRES;CH;8587042;46.218498, 6.197906;Y
CHAR01;Charrot;BARDONNEX;CH;8592644;46.147736, 6.118924;Y
CTGY01;Cartigny-Village;CARTIGNY;CH;8587038;46.173004, 6.020006;Y
CHCQ00;Genève, Chausse-Coq;GENÈVE;CH;8511617;46.199509, 6.148365;Y
CHDO01;Chemin de la Douane;LACONNEX;CH;8592971;46.161587, 6.04427;Y
CTMI00;Contamines;GENÈVE;CH;8592810;46.196323, 6.156382;Y
CTMI01;Contamines;GENÈVE;CH;8592810;46.19574, 6.156188;Y
CTMI02;Contamines;GENÈVE;CH;8592810;46.196194, 6.15566;Y
CHLA02;Châtelaine;VERNIER;CH;8593152;46.212421, 6.112198;Y
CTNT00;Cottenets;BERNEX;CH;8592652;46.162422, 6.058841;Y
CTRS00;Châtaignières;JUSSY;CH;8592961;46.241467, 6.296302;Y
CHLX00;Choulex;CHOULEX;CH;8587043;46.222946, 6.223041;Y
CTRS01;Châtaignières;JUSSY;CH;8592961;46.241543, 6.296236;Y
CHMA01;La Chaumaz;RUSSIN;CH;8593088;46.204678, 6.002193;Y
CHNY00;Satigny, Champvigny;SATIGNY;CH;8503330;46.220539, 6.034853;Y
CVIN01;Gare Cornavin;GENÈVE;CH;8587057;46.210144, 6.142825;Y
